system:index,WARD_NAME,WARD_NO,date,mean
4_0000000000000000007c,Vasanthpura,197,01-01-2009,51.1632729
4_0000000000000000007d,J P Nagar,177,01-01-2009,43.80286616
4_0000000000000000007f,Ramamurthy Nagar,26,01-01-2009,72.26807888
4_00000000000000000080,Horamavu,25,01-01-2009,64.93303787
4_00000000000000000081,Marathahalli,86,01-01-2009,62.75706214
4_00000000000000000082,Hemmigepura,198,01-01-2009,62.2018252
4_00000000000000000083,Chowdeswari Ward,2,01-01-2009,66.57080816
4_00000000000000000084,Atturu,3,01-01-2009,58.80044116
4_00000000000000000085,Yelahanka Satellite Town,4,01-01-2009,55.55633022
4_00000000000000000087,Basavanapura,53,01-01-2009,58.56476167
4_00000000000000000088,Hudi,54,01-01-2009,59.12676861
4_00000000000000000089,Devasandra,55,01-01-2009,58.21286328
4_0000000000000000008a,A Narayanapura,56,01-01-2009,42.02297809
4_0000000000000000008b,Vijnana Nagar,81,01-01-2009,55.54544718
4_0000000000000000008c,HAL Airport,87,01-01-2009,58.14447136
4_0000000000000000008d,Dodda Bommasandra,10,01-01-2009,74.44344578
4_0000000000000000008e,Kuvempu Nagar,11,01-01-2009,71.67740502
4_0000000000000000008f,Jakkuru,5,01-01-2009,56.20332007
4_00000000000000000090,Thanisandra,6,01-01-2009,49.33410583
4_00000000000000000091,Byatarayanapura,7,01-01-2009,57.85277018
4_00000000000000000092,Kodigehalli,8,01-01-2009,69.06372859
4_00000000000000000093,Vidyaranyapura,9,01-01-2009,61.59665771
4_00000000000000000094,Ullalu,130,01-01-2009,53.04594897
4_00000000000000000095,Kengeri,159,01-01-2009,54.41725926
4_00000000000000000096,Dodda Bidarakallu,40,01-01-2009,56.09855305
4_00000000000000000097,Herohalli,72,01-01-2009,54.23642261
4_00000000000000000098,Jalahalli,16,01-01-2009,61.08799518
4_00000000000000000099,Rajarajeshwari Nagar,160,01-01-2009,60.95117413
4_0000000000000000009a,J P Park,17,01-01-2009,44.17849981
4_0000000000000000009c,HMT Ward,38,01-01-2009,49.46516379
4_0000000000000000009e,Laggere,69,01-01-2009,44.59338516
4_0000000000000000009f,Kottegepalya,73,01-01-2009,47.15503359
4_000000000000000000a0,Shettihalli,12,01-01-2009,64.37889976
4_000000000000000000a1,Mallasandra,13,01-01-2009,59.13599688
4_000000000000000000a2,Bagalakunte,14,01-01-2009,59.68197889
4_000000000000000000a3,T Dasarahalli,15,01-01-2009,52.58333333
4_000000000000000000a4,Chokkasandra,39,01-01-2009,57.6216405
4_000000000000000000a5,Peenya Industrial Area,41,01-01-2009,57.74141003
4_000000000000000000a6,Rajagopal Nagar,70,01-01-2009,48.27686946
4_000000000000000000a7,Hegganahalli,71,01-01-2009,37.77572861
4_000000000000000000a8,Vrisabhavathi Nagar,102,01-01-2009,52.08333333
4_000000000000000000af,Aramane Nagara,35,01-01-2009,85.00311529
4_000000000000000000b2,Rajamahal Guttahalli,64,01-01-2009,56.4269776
4_000000000000000000b6,Radhakrishna Temple Ward,18,01-01-2009,65.78513424
4_000000000000000000b7,Sanjaya Nagar,19,01-01-2009,85.67360038
4_000000000000000000b8,Ganga Nagar,20,01-01-2009,81.36363636
5_00000000000000000000,HBR Layout,24,01-04-2009,107.3229852
5_00000000000000000006,Maruthi Seva Nagar,59,01-04-2009,100.7643084
5_00000000000000000007,Konena Agrahara,113,01-04-2009,100.3622132
5_00000000000000000008,Benniganahalli,50,01-04-2009,111.0647553
5_00000000000000000009,C V Raman Nagar,57,01-04-2009,101.6325376
5_0000000000000000000a,New Tippasandara,58,01-04-2009,99.73597468
5_0000000000000000000b,Sarvagna Nagar,79,01-04-2009,112.3125721
5_0000000000000000000c,Hoysala Nagar,80,01-04-2009,116.1494344
5_0000000000000000000d,Jeevanbhima Nagar,88,01-04-2009,75.56201477
5_00000000000000000016,Domlur,112,01-04-2009,86.41184161
5_00000000000000000017,Agaram,114,01-04-2009,126.3533869
5_00000000000000000018,Vannarpet,115,01-04-2009,101.5335602
5_0000000000000000002a,Kaveripura,103,01-04-2009,82.18394207
5_00000000000000000030,Mudalapalya,127,01-04-2009,69.07541592
5_00000000000000000031,Nagarabhavi,128,01-04-2009,102.1871537
5_00000000000000000032,Nayandahalli,131,01-04-2009,97.5267746
5_0000000000000000003a,Deepanjali Nagar,158,01-04-2009,80.22222222
5_0000000000000000004f,Hosakerehalli,161,01-04-2009,68.625
5_00000000000000000058,Ejipura,148,01-04-2009,86.76629984
5_00000000000000000059,Koramangala,151,01-04-2009,108.5157298
5_0000000000000000005b,Sarakki,178,01-04-2009,89.27571803
5_0000000000000000005c,Jakkasandra,173,01-04-2009,86.11695034
5_0000000000000000005d,BTM Layout,176,01-04-2009,98.94514757
5_00000000000000000061,Varthuru,149,01-04-2009,122.8560471
5_00000000000000000062,Bellanduru,150,01-04-2009,98.18365767
5_00000000000000000063,Garudachar Playa,82,01-04-2009,83.2359078
5_00000000000000000064,Kadugodi,83,01-04-2009,103.4319762
5_00000000000000000065,Hagadur,84,01-04-2009,117.7678407
5_00000000000000000066,Dodda Nekkundi,85,01-04-2009,86.8774455
5_00000000000000000067,HSR Layout,174,01-04-2009,89.30462901
5_00000000000000000068,Bommanahalli,175,01-04-2009,79.62483897
5_00000000000000000069,Jaraganahalli,186,01-04-2009,94.63631521
5_0000000000000000006a,Puttenahalli,187,01-04-2009,77.30009273
5_0000000000000000006b,Bilekhalli,188,01-04-2009,90.82952168
5_0000000000000000006c,Hongasandra,189,01-04-2009,75.53105284
5_0000000000000000006d,Mangammanapalya,190,01-04-2009,77.19049886
5_0000000000000000006e,Singasandra,191,01-04-2009,92.19709868
5_0000000000000000006f,Arakere,193,01-04-2009,93.00991272
5_00000000000000000070,Uttarahalli,184,01-04-2009,98.51768082
5_00000000000000000072,Begur,192,01-04-2009,95.29777633
5_00000000000000000073,Gottigere,194,01-04-2009,97.23547197
5_00000000000000000074,Konankunte,195,01-04-2009,85.68128917
5_00000000000000000075,Anjanapura,196,01-04-2009,100.2007699
5_00000000000000000076,Kempegowda Ward,1,01-04-2009,106.3448747
5_00000000000000000077,K R Puram,52,01-04-2009,104.5130137
5_00000000000000000078,Jnana Bharathi ward,129,01-04-2009,96.7521855
5_0000000000000000007c,Vasanthpura,197,01-04-2009,94.97778294
5_0000000000000000007d,J P Nagar,177,01-04-2009,94.87358234
5_0000000000000000007f,Ramamurthy Nagar,26,01-04-2009,123.5282729
5_00000000000000000080,Horamavu,25,01-04-2009,108.1928627
5_00000000000000000081,Marathahalli,86,01-04-2009,91.01587561
5_00000000000000000082,Hemmigepura,198,01-04-2009,105.9222935
5_00000000000000000083,Chowdeswari Ward,2,01-04-2009,111.1330607
5_00000000000000000084,Atturu,3,01-04-2009,103.2813514
5_00000000000000000085,Yelahanka Satellite Town,4,01-04-2009,100.5266723
5_00000000000000000087,Basavanapura,53,01-04-2009,103.1800384
5_00000000000000000088,Hudi,54,01-04-2009,101.8737321
5_00000000000000000089,Devasandra,55,01-04-2009,105.8678271
5_0000000000000000008a,A Narayanapura,56,01-04-2009,75.55354802
5_0000000000000000008b,Vijnana Nagar,81,01-04-2009,90.24912147
5_0000000000000000008c,HAL Airport,87,01-04-2009,101.7935545
5_0000000000000000008d,Dodda Bommasandra,10,01-04-2009,108.2398878
5_0000000000000000008e,Kuvempu Nagar,11,01-04-2009,113.8605947
5_0000000000000000008f,Jakkuru,5,01-04-2009,95.08326616
5_00000000000000000090,Thanisandra,6,01-04-2009,92.5793787
5_00000000000000000091,Byatarayanapura,7,01-04-2009,101.494835
5_00000000000000000092,Kodigehalli,8,01-04-2009,111.4450634
5_00000000000000000093,Vidyaranyapura,9,01-04-2009,109.5735597
5_00000000000000000094,Ullalu,130,01-04-2009,97.81294853
5_00000000000000000095,Kengeri,159,01-04-2009,98.54024339
5_00000000000000000096,Dodda Bidarakallu,40,01-04-2009,98.05974905
5_00000000000000000097,Herohalli,72,01-04-2009,99.29603964
5_00000000000000000098,Jalahalli,16,01-04-2009,111.7395354
5_00000000000000000099,Rajarajeshwari Nagar,160,01-04-2009,103.2154137
5_0000000000000000009a,J P Park,17,01-04-2009,97.2294423
5_0000000000000000009c,HMT Ward,38,01-04-2009,87.57528795
5_0000000000000000009e,Laggere,69,01-04-2009,81.122996
5_0000000000000000009f,Kottegepalya,73,01-04-2009,81.36012023
5_000000000000000000a0,Shettihalli,12,01-04-2009,108.1684741
5_000000000000000000a1,Mallasandra,13,01-04-2009,107.8948329
5_000000000000000000a2,Bagalakunte,14,01-04-2009,94.67964115
5_000000000000000000a3,T Dasarahalli,15,01-04-2009,105.4
5_000000000000000000a4,Chokkasandra,39,01-04-2009,99.98856139
5_000000000000000000a5,Peenya Industrial Area,41,01-04-2009,96.84503863
5_000000000000000000a6,Rajagopal Nagar,70,01-04-2009,91.53004574
5_000000000000000000a7,Hegganahalli,71,01-04-2009,72.23243975
5_000000000000000000a8,Vrisabhavathi Nagar,102,01-04-2009,87.88888889
5_000000000000000000af,Aramane Nagara,35,01-04-2009,128.3169294
5_000000000000000000b2,Rajamahal Guttahalli,64,01-04-2009,95.45575072
5_000000000000000000b6,Radhakrishna Temple Ward,18,01-04-2009,104.0530269
5_000000000000000000b7,Sanjaya Nagar,19,01-04-2009,114.9703617
5_000000000000000000b8,Ganga Nagar,20,01-04-2009,110
6_00000000000000000000,HBR Layout,24,01-07-2009,160.1348028
6_00000000000000000006,Maruthi Seva Nagar,59,01-07-2009,166.5119119
6_00000000000000000007,Konena Agrahara,113,01-07-2009,191.683466
6_00000000000000000008,Benniganahalli,50,01-07-2009,164.3184748
6_00000000000000000009,C V Raman Nagar,57,01-07-2009,168.1455655
6_0000000000000000000a,New Tippasandara,58,01-07-2009,170.9491872
6_0000000000000000000b,Sarvagna Nagar,79,01-07-2009,172.7085288
6_0000000000000000000c,Hoysala Nagar,80,01-07-2009,176.911748
6_0000000000000000000d,Jeevanbhima Nagar,88,01-07-2009,201.2770085
6_00000000000000000016,Domlur,112,01-07-2009,199.0565125
6_00000000000000000017,Agaram,114,01-07-2009,192.1523824
6_00000000000000000018,Vannarpet,115,01-07-2009,195.7471526
6_0000000000000000002a,Kaveripura,103,01-07-2009,163.8427776
6_00000000000000000030,Mudalapalya,127,01-07-2009,158.6145858
6_00000000000000000031,Nagarabhavi,128,01-07-2009,166.3353185
6_00000000000000000032,Nayandahalli,131,01-07-2009,158.7520486
6_0000000000000000003a,Deepanjali Nagar,158,01-07-2009,158.2
6_0000000000000000004f,Hosakerehalli,161,01-07-2009,162.3333333
6_00000000000000000058,Ejipura,148,01-07-2009,181.3214753
6_00000000000000000059,Koramangala,151,01-07-2009,173.0477453
6_0000000000000000005b,Sarakki,178,01-07-2009,172.603068
6_0000000000000000005c,Jakkasandra,173,01-07-2009,165.7815815
6_0000000000000000005d,BTM Layout,176,01-07-2009,158.1855198
6_00000000000000000061,Varthuru,149,01-07-2009,191.4636514
6_00000000000000000062,Bellanduru,150,01-07-2009,185.7796593
6_00000000000000000063,Garudachar Playa,82,01-07-2009,175.5014895
6_00000000000000000064,Kadugodi,83,01-07-2009,176.7977733
6_00000000000000000065,Hagadur,84,01-07-2009,181.8037089
6_00000000000000000066,Dodda Nekkundi,85,01-07-2009,175.3030936
6_00000000000000000067,HSR Layout,174,01-07-2009,187.1535969
6_00000000000000000068,Bommanahalli,175,01-07-2009,160.5031914
6_00000000000000000069,Jaraganahalli,186,01-07-2009,170.0115597
6_0000000000000000006a,Puttenahalli,187,01-07-2009,169.8743348
6_0000000000000000006b,Bilekhalli,188,01-07-2009,160.5545173
6_0000000000000000006c,Hongasandra,189,01-07-2009,162.8860283
6_0000000000000000006d,Mangammanapalya,190,01-07-2009,174.056582
6_0000000000000000006e,Singasandra,191,01-07-2009,177.0106599
6_0000000000000000006f,Arakere,193,01-07-2009,164.9629763
6_00000000000000000070,Uttarahalli,184,01-07-2009,170.0244381
6_00000000000000000072,Begur,192,01-07-2009,183.3747013
6_00000000000000000073,Gottigere,194,01-07-2009,196.8131781
6_00000000000000000074,Konankunte,195,01-07-2009,177.8153329
6_00000000000000000075,Anjanapura,196,01-07-2009,173.9632729
6_00000000000000000076,Kempegowda Ward,1,01-07-2009,184.1605542
6_00000000000000000077,K R Puram,52,01-07-2009,184.2417935
6_00000000000000000078,Jnana Bharathi ward,129,01-07-2009,169.5867831
6_0000000000000000007c,Vasanthpura,197,01-07-2009,169.0601611
6_0000000000000000007d,J P Nagar,177,01-07-2009,159
6_0000000000000000007f,Ramamurthy Nagar,26,01-07-2009,183.9248721
6_00000000000000000080,Horamavu,25,01-07-2009,171.8516304
6_00000000000000000081,Marathahalli,86,01-07-2009,188.2975123
6_00000000000000000082,Hemmigepura,198,01-07-2009,173.6570527
6_00000000000000000083,Chowdeswari Ward,2,01-07-2009,182.8693149
6_00000000000000000084,Atturu,3,01-07-2009,178.1586865
6_00000000000000000085,Yelahanka Satellite Town,4,01-07-2009,168.9490586
6_00000000000000000087,Basavanapura,53,01-07-2009,184.7252591
6_00000000000000000088,Hudi,54,01-07-2009,176.9310477
6_00000000000000000089,Devasandra,55,01-07-2009,175.1494352
6_0000000000000000008a,A Narayanapura,56,01-07-2009,172.848607
6_0000000000000000008b,Vijnana Nagar,81,01-07-2009,185.311386
6_0000000000000000008c,HAL Airport,87,01-07-2009,188.5505466
6_0000000000000000008d,Dodda Bommasandra,10,01-07-2009,176.5982764
6_0000000000000000008e,Kuvempu Nagar,11,01-07-2009,187.528238
6_0000000000000000008f,Jakkuru,5,01-07-2009,191.7022046
6_00000000000000000090,Thanisandra,6,01-07-2009,170.2525518
6_00000000000000000091,Byatarayanapura,7,01-07-2009,172.0021978
6_00000000000000000092,Kodigehalli,8,01-07-2009,164.3480901
6_00000000000000000093,Vidyaranyapura,9,01-07-2009,171.3989352
6_00000000000000000094,Ullalu,130,01-07-2009,163.3497914
6_00000000000000000095,Kengeri,159,01-07-2009,158.2769545
6_00000000000000000096,Dodda Bidarakallu,40,01-07-2009,169.665295
6_00000000000000000097,Herohalli,72,01-07-2009,168.2243989
6_00000000000000000098,Jalahalli,16,01-07-2009,164.2476928
6_00000000000000000099,Rajarajeshwari Nagar,160,01-07-2009,170.4709087
6_0000000000000000009a,J P Park,17,01-07-2009,161.0430028
6_0000000000000000009c,HMT Ward,38,01-07-2009,161.4608408
6_0000000000000000009e,Laggere,69,01-07-2009,171.5392797
6_0000000000000000009f,Kottegepalya,73,01-07-2009,166.8509169
6_000000000000000000a0,Shettihalli,12,01-07-2009,174.6951518
6_000000000000000000a1,Mallasandra,13,01-07-2009,165.5816862
6_000000000000000000a2,Bagalakunte,14,01-07-2009,176.021156
6_000000000000000000a3,T Dasarahalli,15,01-07-2009,166.3333333
6_000000000000000000a4,Chokkasandra,39,01-07-2009,165.9832156
6_000000000000000000a5,Peenya Industrial Area,41,01-07-2009,167.1942294
6_000000000000000000a6,Rajagopal Nagar,70,01-07-2009,184.7406104
6_000000000000000000a7,Hegganahalli,71,01-07-2009,163.1288983
6_000000000000000000a8,Vrisabhavathi Nagar,102,01-07-2009,190.5
6_000000000000000000af,Aramane Nagara,35,01-07-2009,172.5847413
6_000000000000000000b2,Rajamahal Guttahalli,64,01-07-2009,166.6011983
6_000000000000000000b6,Radhakrishna Temple Ward,18,01-07-2009,167.9403034
6_000000000000000000b7,Sanjaya Nagar,19,01-07-2009,160.2880855
6_000000000000000000b8,Ganga Nagar,20,01-07-2009,157
7_00000000000000000000,HBR Layout,24,01-10-2009,184.681831
7_00000000000000000006,Maruthi Seva Nagar,59,01-10-2009,185.6875434
7_00000000000000000007,Konena Agrahara,113,01-10-2009,181.6026886
7_00000000000000000008,Benniganahalli,50,01-10-2009,187.7209973
7_00000000000000000009,C V Raman Nagar,57,01-10-2009,184.4837158
7_0000000000000000000a,New Tippasandara,58,01-10-2009,181.5273312
7_0000000000000000000b,Sarvagna Nagar,79,01-10-2009,185.2498722
7_0000000000000000000c,Hoysala Nagar,80,01-10-2009,177.6429372
7_0000000000000000000d,Jeevanbhima Nagar,88,01-10-2009,178.6213223
7_00000000000000000016,Domlur,112,01-10-2009,177.115586
7_00000000000000000017,Agaram,114,01-10-2009,201.5484371
7_00000000000000000018,Vannarpet,115,01-10-2009,185.4041503
7_0000000000000000002a,Kaveripura,103,01-10-2009,177.3765975
7_00000000000000000030,Mudalapalya,127,01-10-2009,167.0629423
7_00000000000000000031,Nagarabhavi,128,01-10-2009,191.3175289
7_00000000000000000032,Nayandahalli,131,01-10-2009,180.9025911
7_0000000000000000003a,Deepanjali Nagar,158,01-10-2009,170.2857143
7_0000000000000000004f,Hosakerehalli,161,01-10-2009,178.3333333
7_00000000000000000058,Ejipura,148,01-10-2009,178.133518
7_00000000000000000059,Koramangala,151,01-10-2009,184.6770023
7_0000000000000000005b,Sarakki,178,01-10-2009,183.4862454
7_0000000000000000005c,Jakkasandra,173,01-10-2009,180.0317629
7_0000000000000000005d,BTM Layout,176,01-10-2009,184.2166817
7_00000000000000000061,Varthuru,149,01-10-2009,198.084106
7_00000000000000000062,Bellanduru,150,01-10-2009,188.9372813
7_00000000000000000063,Garudachar Playa,82,01-10-2009,185.0629247
7_00000000000000000064,Kadugodi,83,01-10-2009,193.9172117
7_00000000000000000065,Hagadur,84,01-10-2009,193.7821977
7_00000000000000000066,Dodda Nekkundi,85,01-10-2009,185.774321
7_00000000000000000067,HSR Layout,174,01-10-2009,192.4016363
7_00000000000000000068,Bommanahalli,175,01-10-2009,179.788289
7_00000000000000000069,Jaraganahalli,186,01-10-2009,178.9826076
7_0000000000000000006a,Puttenahalli,187,01-10-2009,178.4611039
7_0000000000000000006b,Bilekhalli,188,01-10-2009,183.4249086
7_0000000000000000006c,Hongasandra,189,01-10-2009,171.3306681
7_0000000000000000006d,Mangammanapalya,190,01-10-2009,182.9672226
7_0000000000000000006e,Singasandra,191,01-10-2009,186.4251161
7_0000000000000000006f,Arakere,193,01-10-2009,185.5546121
7_00000000000000000070,Uttarahalli,184,01-10-2009,193.7330836
7_00000000000000000072,Begur,192,01-10-2009,188.3457996
7_00000000000000000073,Gottigere,194,01-10-2009,187.8364558
7_00000000000000000074,Konankunte,195,01-10-2009,182.4919076
7_00000000000000000075,Anjanapura,196,01-10-2009,194.539883
7_00000000000000000076,Kempegowda Ward,1,01-10-2009,189.6720553
7_00000000000000000077,K R Puram,52,01-10-2009,186.5471638
7_00000000000000000078,Jnana Bharathi ward,129,01-10-2009,185.9605185
7_0000000000000000007c,Vasanthpura,197,01-10-2009,188.5934045
7_0000000000000000007d,J P Nagar,177,01-10-2009,181.9965323
7_0000000000000000007f,Ramamurthy Nagar,26,01-10-2009,190.5857501
7_00000000000000000080,Horamavu,25,01-10-2009,191.7519551
7_00000000000000000081,Marathahalli,86,01-10-2009,181.825857
7_00000000000000000082,Hemmigepura,198,01-10-2009,192.9094817
7_00000000000000000083,Chowdeswari Ward,2,01-10-2009,193.3206741
7_00000000000000000084,Atturu,3,01-10-2009,190.7738403
7_00000000000000000085,Yelahanka Satellite Town,4,01-10-2009,185.6370182
7_00000000000000000087,Basavanapura,53,01-10-2009,191.9396088
7_00000000000000000088,Hudi,54,01-10-2009,193.4336902
7_00000000000000000089,Devasandra,55,01-10-2009,184.6533309
7_0000000000000000008a,A Narayanapura,56,01-10-2009,180.0501788
7_0000000000000000008b,Vijnana Nagar,81,01-10-2009,186.1539435
7_0000000000000000008c,HAL Airport,87,01-10-2009,185.5923043
7_0000000000000000008d,Dodda Bommasandra,10,01-10-2009,184.5175545
7_0000000000000000008e,Kuvempu Nagar,11,01-10-2009,191.1492403
7_0000000000000000008f,Jakkuru,5,01-10-2009,187.16776
7_00000000000000000090,Thanisandra,6,01-10-2009,182.4175057
7_00000000000000000091,Byatarayanapura,7,01-10-2009,182.0981944
7_00000000000000000092,Kodigehalli,8,01-10-2009,185.8812244
7_00000000000000000093,Vidyaranyapura,9,01-10-2009,187.2534148
7_00000000000000000094,Ullalu,130,01-10-2009,184.2672337
7_00000000000000000095,Kengeri,159,01-10-2009,185.9144205
7_00000000000000000096,Dodda Bidarakallu,40,01-10-2009,185.8164774
7_00000000000000000097,Herohalli,72,01-10-2009,183.8925618
7_00000000000000000098,Jalahalli,16,01-10-2009,190.1440643
7_00000000000000000099,Rajarajeshwari Nagar,160,01-10-2009,183.4181605
7_0000000000000000009a,J P Park,17,01-10-2009,181.7986145
7_0000000000000000009c,HMT Ward,38,01-10-2009,172.7096975
7_0000000000000000009e,Laggere,69,01-10-2009,171.1796852
7_0000000000000000009f,Kottegepalya,73,01-10-2009,173.1456232
7_000000000000000000a0,Shettihalli,12,01-10-2009,185.8712373
7_000000000000000000a1,Mallasandra,13,01-10-2009,185.0770121
7_000000000000000000a2,Bagalakunte,14,01-10-2009,178.7675582
7_000000000000000000a3,T Dasarahalli,15,01-10-2009,172.7142857
