system:index,DISTRICT,ST_NM,date,mean
0_00000000000000000044,Bhadrak,Odisha,01-01-2001,39.18812927
0_0000000000000000008a,Debagarh,Odisha,01-01-2001,43.16964381
0_00000000000000000097,Dhenkanal,Odisha,01-01-2001,51.06493029
0_000000000000000000bb,Gajapati,Odisha,01-01-2001,76.03342339
0_000000000000000000bf,Ganjam,Odisha,01-01-2001,58.68844939
0_000000000000000000f1,Jajapur,Odisha,01-01-2001,44.46809974
0_00000000000000000103,Jharsuguda,Odisha,01-01-2001,22.40097892
0_0000000000000000010c,Kalahandi,Odisha,01-01-2001,39.61482551
0_00000000000000000110,Kandhamal,Odisha,01-01-2001,60.85525375
0_00000000000000000125,Kendrapara,Odisha,01-01-2001,52.51297204
0_00000000000000000126,Kendujhar,Odisha,01-01-2001,42.7777975
0_0000000000000000013c,Koraput,Odisha,01-01-2001,44.92204961
0_00000000000000000168,Malkangiri,Odisha,01-01-2001,57.39781428
0_00000000000000000172,Mayurbhanj,Odisha,01-01-2001,62.20683407
0_00000000000000000184,Nabarangapur,Odisha,01-01-2001,30.66041844
0_00000000000000000196,Nayagarh,Odisha,01-01-2001,63.25288114
0_000000000000000001a3,Nuapada,Odisha,01-01-2001,21.44010198
0_000000000000000001c7,Puri,Odisha,01-01-2001,68.26189481
0_000000000000000001de,Rayagada,Odisha,01-01-2001,50.08951195
0_000000000000000001f1,Sambalpur,Odisha,01-01-2001,40.11007174
0_0000000000000000021a,Subarnapur,Odisha,01-01-2001,27.41220222
0_00000000000000000228,Sundargarh,Odisha,01-01-2001,32.85242997
0_000000000000000000ed,Jagatsinghapur,Odisha,01-01-2001,47.43936448
0_0000000000000000007d,Cuttack,Odisha,01-01-2001,51.8279577
0_0000000000000000012b,Khordha,Odisha,01-01-2001,55.88038464
0_0000000000000000003c,Bastar,Chhattisgarh,01-01-2001,39.44439842
0_00000000000000000051,Bijapur,Chhattisgarh,01-01-2001,49.68691979
0_00000000000000000055,Bilaspur,Chhattisgarh,01-01-2001,21.61784495
0_0000000000000000007f,Dakshin Bastar Dantewada,Chhattisgarh,01-01-2001,50.41898532
0_00000000000000000090,Dhamtari,Chhattisgarh,01-01-2001,28.67049851
0_000000000000000000fd,Jashpur,Chhattisgarh,01-01-2001,34.13771152
0_00000000000000000112,Uttar Bastar Kanker,Chhattisgarh,01-01-2001,34.46022638
0_0000000000000000013d,Korba,Chhattisgarh,01-01-2001,31.70924505
0_0000000000000000013e,Koriya,Chhattisgarh,01-01-2001,39.66719284
0_0000000000000000015f,Mahasamund,Chhattisgarh,01-01-2001,19.52377816
0_00000000000000000190,Narayanpur,Chhattisgarh,01-01-2001,51.73537284
0_000000000000000001cc,Raigarh,Chhattisgarh,01-01-2001,28.8361691
0_000000000000000001ce,Raipur,Chhattisgarh,01-01-2001,21.53918752
0_000000000000000001d3,Rajnandgaon,Chhattisgarh,01-01-2001,23.30259989
0_0000000000000000022c,Surguja,Chhattisgarh,01-01-2001,35.34617681
0_00000000000000000270,Kabeerdham,Chhattisgarh,01-01-2001,20.45188895
0_000000000000000000a3,Durg,Chhattisgarh,01-01-2001,19.42790186
0_000000000000000000fc,Janjgir-champa,Chhattisgarh,01-01-2001,18.89828702
0_00000000000000000009,Alirajpur,Madhya Pradesh,01-01-2001,9.93392604
0_00000000000000000017,Anuppur,Madhya Pradesh,01-01-2001,19.63907349
0_0000000000000000001a,Ashoknagar,Madhya Pradesh,01-01-2001,26.72131713
0_00000000000000000025,Balaghat,Madhya Pradesh,01-01-2001,23.25650367
0_0000000000000000003b,Barwani,Madhya Pradesh,01-01-2001,8.684761131
0_00000000000000000043,Betul,Madhya Pradesh,01-01-2001,15.34435234
0_0000000000000000005f,Burhanpur,Madhya Pradesh,01-01-2001,14.67612468
0_0000000000000000006f,Chhatarpur,Madhya Pradesh,01-01-2001,27.06526291
0_00000000000000000070,Chhindwara,Madhya Pradesh,01-01-2001,16.97647445
0_00000000000000000083,Damoh,Madhya Pradesh,01-01-2001,22.5830627
0_0000000000000000009d,Dindori,Madhya Pradesh,01-01-2001,21.19284524
0_000000000000000000ab,East Nimar,Madhya Pradesh,01-01-2001,9.362463431
0_000000000000000000ff,Jhabua,Madhya Pradesh,01-01-2001,5.848905578
0_00000000000000000123,Katni,Madhya Pradesh,01-01-2001,24.3333707
0_0000000000000000016b,Mandla,Madhya Pradesh,01-01-2001,19.30700779
0_000000000000000001ad,Panna,Madhya Pradesh,01-01-2001,23.79809849
0_000000000000000001cf,Raisen,Madhya Pradesh,01-01-2001,29.85671364
0_000000000000000001e0,Rewa,Madhya Pradesh,01-01-2001,28.02861687
0_000000000000000001fc,Seoni,Madhya Pradesh,01-01-2001,16.86926517
0_000000000000000001fe,Shahdol,Madhya Pradesh,01-01-2001,24.15455149
0_00000000000000000204,Sheopur,Madhya Pradesh,01-01-2001,26.12113762
0_00000000000000000207,Shivpuri,Madhya Pradesh,01-01-2001,23.01669475
0_0000000000000000020c,Sidhi,Madhya Pradesh,01-01-2001,33.17407502
0_00000000000000000210,Singrauli,Madhya Pradesh,01-01-2001,28.35398848
0_0000000000000000024d,Umaria,Madhya Pradesh,01-01-2001,26.63795253
0_0000000000000000025a,Vidisha,Madhya Pradesh,01-01-2001,27.42008815
0_0000000000000000004b,Bhind,Madhya Pradesh,01-01-2001,37.68874431
0_00000000000000000088,Datia,Madhya Pradesh,01-01-2001,43.08228086
0_0000000000000000008e,Dewas,Madhya Pradesh,01-01-2001,15.51837602
0_00000000000000000092,Dhar,Madhya Pradesh,01-01-2001,8.45115404
0_000000000000000000d1,Guna,Madhya Pradesh,01-01-2001,24.79724283
0_000000000000000000d5,Gwalior,Madhya Pradesh,01-01-2001,33.05099695
0_000000000000000000db,Harda,Madhya Pradesh,01-01-2001,49.64995067
0_000000000000000000e4,Hoshangabad,Madhya Pradesh,01-01-2001,52.3359637
0_000000000000000000ec,Jabalpur,Madhya Pradesh,01-01-2001,41.63697059
0_0000000000000000017b,Morena,Madhya Pradesh,01-01-2001,41.27926027
0_00000000000000000197,Neemuch,Madhya Pradesh,01-01-2001,14.36916358
0_000000000000000001d1,Rajgarh,Madhya Pradesh,01-01-2001,12.61334578
0_000000000000000001e8,Sagar,Madhya Pradesh,01-01-2001,22.33403954
0_000000000000000001f9,Satna,Madhya Pradesh,01-01-2001,28.44786358
0_000000000000000001fa,Sehore,Madhya Pradesh,01-01-2001,22.50135794
0_0000000000000000023c,Tikamgarh,Madhya Pradesh,01-01-2001,34.77893661
0_00000000000000000269,West Nimar,Madhya Pradesh,01-01-2001,9.633526916
0_0000000000000000004e,Bhopal,Madhya Pradesh,01-01-2001,26.52862977
0_0000000000000000016c,Mandsaur,Madhya Pradesh,01-01-2001,11.54749043
0_00000000000000000192,Narsimhapur,Madhya Pradesh,01-01-2001,38.97418012
0_000000000000000001dc,Ratlam,Madhya Pradesh,01-01-2001,10.04313293
0_00000000000000000201,Shajapur,Madhya Pradesh,01-01-2001,13.20081739
0_0000000000000000024b,Ujjain,Madhya Pradesh,01-01-2001,13.29565203
0_000000000000000000eb,Indore,Madhya Pradesh,01-01-2001,15.33846253
0_000000000000000000a0,Dohad,Gujarat,01-01-2001,10.07859472
0_00000000000000000109,Kachchh,Gujarat,01-01-2001,11.56816522
0_00000000000000000191,Narmada,Gujarat,01-01-2001,15.09792283
0_00000000000000000233,The Dangs,Gujarat,01-01-2001,17.34525581
0_00000000000000000002,Ahmadabad,Gujarat,01-01-2001,14.72733774
0_0000000000000000002a,Banas Kantha,Gujarat,01-01-2001,27.76579323
0_000000000000000000f9,Jamnagar,Gujarat,01-01-2001,13.57253141
0_000000000000000001aa,Panch Mahals,Gujarat,01-01-2001,16.00855473
0_000000000000000001b3,Patan,Gujarat,01-01-2001,16.01421641
0_000000000000000001e7,Sabar Kantha,Gujarat,01-01-2001,21.21749596
0_0000000000000000022b,Surendranagar,Gujarat,01-01-2001,12.74098879
0_0000000000000000027c,Tapi,Gujarat,01-01-2001,19.5001419
0_00000000000000000010,Amreli,Gujarat,01-01-2001,11.13586881
0_00000000000000000049,Bhavnagar,Gujarat,01-01-2001,8.751667646
0_00000000000000000129,Kheda,Gujarat,01-01-2001,28.53847975
0_000000000000000001bc,Porbandar,Gujarat,01-01-2001,19.8539523
0_000000000000000001d2,Rajkot,Gujarat,01-01-2001,10.93074839
0_00000000000000000255,Vadodara,Gujarat,01-01-2001,20.48634293
0_00000000000000000257,Valsad,Gujarat,01-01-2001,34.28555979
0_00000000000000000012,Anand,Gujarat,01-01-2001,44.46743419
0_00000000000000000048,Bharuch,Gujarat,01-01-2001,18.47083997
0_00000000000000000107,Junagadh,Gujarat,01-01-2001,21.1439962
0_00000000000000000163,Mahesana,Gujarat,01-01-2001,30.51756423
0_00000000000000000194,Navsari,Gujarat,01-01-2001,31.15276015
0_0000000000000000022a,Surat,Gujarat,01-01-2001,26.14182909
0_000000000000000000bd,Gandhinagar,Gujarat,01-01-2001,39.65101056
0_00000000000000000082,Daman,Daman & Diu,01-01-2001,26.69084118
0_0000000000000000009e,Diu,Daman & Diu,01-01-2001,31.90717813
0_0000000000000000007e,Dadra & Nagar Haveli,Dadara & Nagar Havelli,01-01-2001,35.56278046
0_0000000000000000017d,Mumbai,Maharashtra,01-01-2001,22.03407641
0_0000000000000000017e,Mumbai Suburban,Maharashtra,01-01-2001,47.93656689
0_0000000000000000006b,Chandrapur,Maharashtra,01-01-2001,22.21668107
0_000000000000000000c0,Garhchiroli,Maharashtra,01-01-2001,32.41241693
0_000000000000000000cc,Gondiya,Maharashtra,01-01-2001,21.71841528
0_000000000000000001dd,Ratnagiri,Maharashtra,01-01-2001,73.34854831
0_0000000000000000020f,Sindhudurg,Maharashtra,01-01-2001,105.2260178
0_0000000000000000026e,Yavatmal,Maharashtra,01-01-2001,14.04742058
0_00000000000000000006,Akola,Maharashtra,01-01-2001,11.90734733
0_0000000000000000000f,Amravati,Maharashtra,01-01-2001,13.82245913
0_0000000000000000001d,Aurangabad,Maharashtra,01-01-2001,15.25769542
0_00000000000000000046,Bhandara,Maharashtra,01-01-2001,23.00052278
0_0000000000000000004f,Bid,Maharashtra,01-01-2001,17.45173454
0_0000000000000000005d,Buldana,Maharashtra,01-01-2001,11.81269589
0_00000000000000000099,Dhule,Maharashtra,01-01-2001,9.458541335
0_000000000000000000e2,Hingoli,Maharashtra,01-01-2001,17.73346343
0_000000000000000000f5,Jalna,Maharashtra,01-01-2001,16.93555018
0_00000000000000000138,Kolhapur,Maharashtra,01-01-2001,66.04546355
0_00000000000000000150,Latur,Maharashtra,01-01-2001,17.14834818
0_00000000000000000188,Nagpur,Maharashtra,01-01-2001,19.35362079
0_0000000000000000018e,Nanded,Maharashtra,01-01-2001,16.95980032
0_0000000000000000018f,Nandurbar,Maharashtra,01-01-2001,13.05025033
0_000000000000000001a4,Osmanabad,Maharashtra,01-01-2001,19.1219953
0_000000000000000001af,Parbhani,Maharashtra,01-01-2001,19.61369327
0_000000000000000001f2,Sangli,Maharashtra,01-01-2001,27.78015549
0_000000000000000001f8,Satara,Maharashtra,01-01-2001,38.99792783
0_00000000000000000219,Solapur,Maharashtra,01-01-2001,21.74282961
0_00000000000000000231,Thane,Maharashtra,01-01-2001,34.28954076
0_00000000000000000260,Wardha,Maharashtra,01-01-2001,16.33615175
0_00000000000000000261,Washim,Maharashtra,01-01-2001,11.12118814
0_00000000000000000003,Ahmadnagar,Maharashtra,01-01-2001,24.92107516
0_000000000000000000f4,Jalgaon,Maharashtra,01-01-2001,15.63339225
0_00000000000000000193,Nashik,Maharashtra,01-01-2001,21.20830303
0_000000000000000001c3,Pune,Maharashtra,01-01-2001,33.03701509
0_000000000000000001cd,Raigarh,Maharashtra,01-01-2001,54.51613434
0_00000000000000000000,Adilabad,Andhra Pradesh,01-01-2001,21.90333008
0_0000000000000000007c,Y.s.r.,Andhra Pradesh,01-01-2001,37.81602043
0_00000000000000000128,Khammam,Andhra Pradesh,01-01-2001,59.1668871
0_00000000000000000147,Kurnool,Andhra Pradesh,01-01-2001,33.93455873
0_000000000000000001bd,Prakasam,Andhra Pradesh,01-01-2001,58.13374904
0_0000000000000000025d,Visakhapatnam,Andhra Pradesh,01-01-2001,79.06800814
0_00000000000000000013,Anantapur,Andhra Pradesh,01-01-2001,28.70600403
0_00000000000000000077,Chittoor,Andhra Pradesh,01-01-2001,62.21714923
0_000000000000000000a8,East Godavari,Andhra Pradesh,01-01-2001,130.7955104
0_000000000000000000d2,Guntur,Andhra Pradesh,01-01-2001,72.93046481
0_00000000000000000160,Mahbubnagar,Andhra Pradesh,01-01-2001,31.02470623
0_00000000000000000173,Medak,Andhra Pradesh,01-01-2001,28.85108854
0_0000000000000000018c,Nalgonda,Andhra Pradesh,01-01-2001,47.59589004
0_00000000000000000198,Sri Potti Sriramulu Nellore,Andhra Pradesh,01-01-2001,65.1001118
0_000000000000000001db,Rangareddy,Andhra Pradesh,01-01-2001,28.96763923
0_00000000000000000225,Srikakulam,Andhra Pradesh,01-01-2001,63.15391215
0_0000000000000000025e,Vizianagaram,Andhra Pradesh,01-01-2001,51.87966885
0_0000000000000000025f,Warangal,Andhra Pradesh,01-01-2001,45.8948603
0_00000000000000000266,West Godavari,Andhra Pradesh,01-01-2001,132.3482596
0_0000000000000000011d,Karimnagar,Andhra Pradesh,01-01-2001,41.0086095
0_00000000000000000142,Krishna,Andhra Pradesh,01-01-2001,98.9930813
0_0000000000000000019a,Nizamabad,Andhra Pradesh,01-01-2001,30.20341303
0_000000000000000000e7,Hyderabad,Andhra Pradesh,01-01-2001,29.07914071
0_0000000000000000002e,Bangalore,Karnataka,01-01-2001,64.08477718
0_00000000000000000052,Bijapur,Karnataka,01-01-2001,18.47303482
0_00000000000000000067,Chamrajnagar,Karnataka,01-01-2001,108.919686
0_00000000000000000072,Chikmagalur,Karnataka,01-01-2001,172.8585099
0_00000000000000000074,Chitradurga,Karnataka,01-01-2001,38.26955978
0_000000000000000000ba,Gadag,Karnataka,01-01-2001,34.82913732
0_00000000000000000132,Kodagu,Karnataka,01-01-2001,309.1386177
0_000000000000000001cb,Raichur,Karnataka,01-01-2001,37.67537952
0_00000000000000000206,Shimoga,Karnataka,01-01-2001,149.9085514
0_0000000000000000024a,Udupi,Karnataka,01-01-2001,233.8889934
0_00000000000000000253,Uttara Kannada,Karnataka,01-01-2001,212.0887641
0_0000000000000000026d,Yadgir,Karnataka,01-01-2001,28.73449767
0_00000000000000000020,Bagalkot,Karnataka,01-01-2001,32.30323418
0_00000000000000000041,Belgaum,Karnataka,01-01-2001,46.83222934
0_00000000000000000042,Bellary,Karnataka,01-01-2001,37.24641493
0_00000000000000000050,Bidar,Karnataka,01-01-2001,16.48043181
0_00000000000000000071,Chikkaballapura,Karnataka,01-01-2001,51.22520076
0_00000000000000000081,Dakshina Kannada,Karnataka,01-01-2001,275.5514752
0_00000000000000000089,Davanagere,Karnataka,01-01-2001,56.03223881
0_00000000000000000094,Dharwad,Karnataka,01-01-2001,50.1331436
0_000000000000000000cf,Gulbarga,Karnataka,01-01-2001,17.5722013
0_000000000000000000de,Hassan,Karnataka,01-01-2001,104.4115846
0_000000000000000000e0,Haveri,Karnataka,01-01-2001,50.72468033
0_0000000000000000013b,Koppal,Karnataka,01-01-2001,37.72796405
0_00000000000000000183,Mysore,Karnataka,01-01-2001,78.29133668
0_00000000000000000245,Tumkur,Karnataka,01-01-2001,48.63935064
0_00000000000000000136,Kolar,Karnataka,01-01-2001,59.87030162
0_0000000000000000016d,Mandya,Karnataka,01-01-2001,72.77962872
0_000000000000000001d5,Ramanagara,Karnataka,01-01-2001,69.68521249
0_0000000000000000002d,Bangalore Rural,Karnataka,01-01-2001,60.82584649
0_00000000000000000222,South Goa,Goa,01-01-2001,199.7248084
0_000000000000000001a0,North Goa,Goa,01-01-2001,143.6666754
0_00000000000000000280,Lakshadweep,Lakshadweep,01-01-2001,208.8049231
0_000000000000000000e8,Idukki,Kerala,01-01-2001,346.9846342
0_00000000000000000115,Kannur,Kerala,01-01-2001,332.2086103
0_00000000000000000120,Kasaragod,Kerala,01-01-2001,260.3963143
0_000000000000000001b4,Pathanamthitta,Kerala,01-01-2001,378.4339787
0_00000000000000000262,Wayanad,Kerala,01-01-2001,294.8480686
0_00000000000000000141,Kozhikode,Kerala,01-01-2001,367.0126641
0_00000000000000000166,Malappuram,Kerala,01-01-2001,279.5516269
0_000000000000000001a6,Palakkad,Kerala,01-01-2001,222.0300994
0_00000000000000000140,Kottayam,Kerala,01-01-2001,346.51274
0_0000000000000000023b,Thrissur,Kerala,01-01-2001,265.3564254
0_0000000000000000013a,Kollam,Kerala,01-01-2001,344.3514111
0_00000000000000000237,Thiruvananthapuram,Kerala,01-01-2001,347.8200222
0_000000000000000000ad,Ernakulam,Kerala,01-01-2001,298.3763828
0_00000000000000000007,Alappuzha,Kerala,01-01-2001,287.3281401
0_00000000000000000234,The Nilgiris,Tamil Nadu,01-01-2001,249.9426232
0_00000000000000000093,Dharmapuri,Tamil Nadu,01-01-2001,76.34117311
0_00000000000000000143,Krishnagiri,Tamil Nadu,01-01-2001,77.69084179
0_000000000000000001d6,Ramanathapuram,Tamil Nadu,01-01-2001,111.3744159
0_00000000000000000216,Sivaganga,Tamil Nadu,01-01-2001,91.96382807
0_00000000000000000019,Ariyalur,Tamil Nadu,01-01-2001,90.09903568
0_0000000000000000009c,Dindigul,Tamil Nadu,01-01-2001,141.8035631
0_0000000000000000010f,Kancheepuram,Tamil Nadu,01-01-2001,89.21581466
0_0000000000000000011f,Karur,Tamil Nadu,01-01-2001,70.6515777
0_0000000000000000015d,Madurai,Tamil Nadu,01-01-2001,104.5700401
0_000000000000000001b7,Perambalur,Tamil Nadu,01-01-2001,69.52298294
0_000000000000000001c0,Pudukkottai,Tamil Nadu,01-01-2001,84.5711822
0_00000000000000000235,Theni,Tamil Nadu,01-01-2001,179.8936571
0_00000000000000000239,Thoothukkudi,Tamil Nadu,01-01-2001,107.36422
0_0000000000000000023f,Tiruchirappalli,Tamil Nadu,01-01-2001,85.20779299
0_00000000000000000240,Tirunelveli,Tamil Nadu,01-01-2001,156.8356294
0_00000000000000000242,Tiruvannamalai,Tamil Nadu,01-01-2001,79.40751562
0_0000000000000000025b,Viluppuram,Tamil Nadu,01-01-2001,81.84227451
0_0000000000000000025c,Virudunagar,Tamil Nadu,01-01-2001,94.15733688
0_0000000000000000007b,Cuddalore,Tamil Nadu,01-01-2001,104.5135588
0_000000000000000000ae,Erode,Tamil Nadu,01-01-2001,113.332299
0_00000000000000000114,Kanniyakumari,Tamil Nadu,01-01-2001,287.8709396
0_00000000000000000232,Thanjavur,Tamil Nadu,01-01-2001,112.8855464
0_00000000000000000236,Thiruvallur,Tamil Nadu,01-01-2001,71.18432409
0_00000000000000000238,Thiruvarur,Tamil Nadu,01-01-2001,135.9637099
0_00000000000000000241,Tiruppur,Tamil Nadu,01-01-2001,86.03124495
0_00000000000000000259,Vellore,Tamil Nadu,01-01-2001,81.14849237
0_00000000000000000278,Nagappattinam,Tamil Nadu,01-01-2001,159.3544409
0_0000000000000000007a,Coimbatore,Tamil Nadu,01-01-2001,142.598141
0_0000000000000000018d,Namakkal,Tamil Nadu,01-01-2001,78.75460142
0_000000000000000001ee,Salem,Tamil Nadu,01-01-2001,86.31022119
0_0000000000000000006e,Chennai,Tamil Nadu,01-01-2001,67.48481512
0_00000000000000000161,Mahe,Puducherry,01-01-2001,329.3452993
0_00000000000000000279,Karaikal,Puducherry,01-01-2001,165.6448396
0_0000000000000000027a,Puducherry,Puducherry,01-01-2001,115.2586306
0_0000000000000000027b,Yanam,Puducherry,01-01-2001,135.5927622
0_0000000000000000027d,Nicobar,Andaman & Nicobar Island,01-01-2001,324.5653384
0_0000000000000000027e,South Andaman,Andaman & Nicobar Island,01-01-2001,376.0613801
0_0000000000000000027f,North & Middle Andaman,Andaman & Nicobar Island,01-01-2001,384.5836841
1_00000000000000000014,Anantnag,Jammu & Kashmir,01-04-2001,105.9518216
1_0000000000000000001f,Badgam,Jammu & Kashmir,01-04-2001,75.56622003
1_0000000000000000002c,Bandipore,Jammu & Kashmir,01-04-2001,103.3386214
1_00000000000000000034,Baramula,Jammu & Kashmir,01-04-2001,90.57987536
1_0000000000000000009f,Doda,Jammu & Kashmir,01-04-2001,104.5210151
1_000000000000000000bc,Ganderbal,Jammu & Kashmir,01-04-2001,103.0879378
1_0000000000000000011b,Kargil,Jammu & Kashmir,01-04-2001,122.8052248
1_00000000000000000121,Kathua,Jammu & Kashmir,01-04-2001,41.68075896
1_00000000000000000130,Kishtwar,Jammu & Kashmir,01-04-2001,123.6635299
1_00000000000000000144,Kulgam,Jammu & Kashmir,01-04-2001,76.25500261
1_00000000000000000146,Kupwara,Jammu & Kashmir,01-04-2001,97.58692466
1_00000000000000000152,Leh (ladakh),Jammu & Kashmir,01-04-2001,91.50548668
1_000000000000000001c1,Pulwama,Jammu & Kashmir,01-04-2001,94.36867783
1_000000000000000001c2,Punch,Jammu & Kashmir,01-04-2001,72.22222689
1_000000000000000001d0,Rajouri,Jammu & Kashmir,01-04-2001,42.3857443
1_000000000000000001d7,Ramban,Jammu & Kashmir,01-04-2001,86.46676444
1_000000000000000001df,Reasi,Jammu & Kashmir,01-04-2001,54.86991392
1_00000000000000000209,Shupiyan,Jammu & Kashmir,01-04-2001,106.9867453
1_00000000000000000226,Srinagar,Jammu & Kashmir,01-04-2001,104.7416625
1_00000000000000000248,Udhampur,Jammu & Kashmir,01-04-2001,60.38357163
1_000000000000000001f0,Samba,Jammu & Kashmir,01-04-2001,11.89203095
1_000000000000000000f8,Jammu,Jammu & Kashmir,01-04-2001,17.22492924
1_00000000000000000063,Chamba,Himachal Pradesh,01-04-2001,113.0838797
1_000000000000000000d7,Hamirpur,Himachal Pradesh,01-04-2001,30.76638633
1_00000000000000000111,Kangra,Himachal Pradesh,01-04-2001,51.78993952
1_0000000000000000012d,Kinnaur,Himachal Pradesh,01-04-2001,154.565836
1_00000000000000000145,Kullu,Himachal Pradesh,01-04-2001,130.522652
1_0000000000000000014b,Lahul & Spiti,Himachal Pradesh,01-04-2001,168.923578
1_0000000000000000016a,Mandi,Himachal Pradesh,01-04-2001,79.54326428
1_00000000000000000205,Shimla,Himachal Pradesh,01-04-2001,92.33672758
1_00000000000000000211,Sirmaur,Himachal Pradesh,01-04-2001,32.37168422
1_00000000000000000218,Solan,Himachal Pradesh,01-04-2001,20.8116934
1_0000000000000000024e,Una,Himachal Pradesh,01-04-2001,11.05646981
1_00000000000000000056,Bilaspur,Himachal Pradesh,01-04-2001,26.94544349
1_0000000000000000016e,Mansa,Punjab,01-04-2001,1.855625909
1_00000000000000000039,Barnala,Punjab,01-04-2001,1.791023102
